證券代碼,Y,現金及約當現金佔流動資產,應收帳款及票據佔流動資產,存貨佔流動資產,不動產廠房及設備佔非流動資產,應付帳款及票據佔流動負債,其他應付款佔流動負債,普通股股本佔股東權益總額,股本佔股東權益總額,每股盈餘,營運現金流量比率,營運現金流量對淨利比率,營運指數,營運現金流量佔本期產生現金流量,投資活動之現金流量佔本期產生現金流量,籌資活動之現金流量佔本期產生現金流量,ROA(C)稅前息前折舊前,ROA(A)稅後息前,ROA(B)稅後息前折舊前,ROE(A)－稅後,稅前息前折舊前淨利率,ROE(B)－常續利益,營業毛利率,已實現銷貨毛利率,營業利益率,稅前淨利率,稅後淨利率,業外收支/營收,常續利益率－稅後,貝里比率,營業資產報酬率,營業費用率,用人費用率,研究發展費用率,現金流量比率,常續性EPS,每股現金流量,每股營業額,每股營業利益,每股稅前淨利,季底每股稅前淨利,季底每股稅後淨利,營收成長率,營業毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,總資產報酬成長率,現金流量允當比,流動比率,總負債/總淨值,利息保障倍數,營業利益 /實收資本比,稅前純益 /實收資本,內部保留比率,營運資金,存貨及應收帳款/淨值,應收帳款週轉次數,總資產週轉次數,平均收帳天數,存貨週轉率（次）,平均售貨天數,淨值週轉率（次）,淨營業週期（日）,季底售貨天數,自由現金流量(D),季底應收帳款/營收TSE,Tobins Q,Tobins Q (A),高管基層薪資差異(倍)
2393 億光,0,0.286582062,0.348681194,0.102685131,0.812724197,0.424825748,0.138442942,0.257784499,0.257784499,1.86,0.398976975,3.848782218,5.111698432,9.068229301,-5.035112853,-2.685717634,10.88,3.16,8.63,4.93,15.38,4.34,24.46,24.46,3.98,5.08,4.06,1.1,3.58,119.45,3.21,20.48,18.33,3.58,39.9,1.63,9.26,47.3,1.88,2.41,2.4,1.86,-12.96,-9.3,-6.06,-5.18,-1.36,-1.36,-8.23,-2.53,-0.91,-0.22,108.31,169.12,64.87,16.22,18.84,24.04,24.53,7106148,45.64,3.26,0.73,111.93,8.71,41.9,1.21,51.63,43.32,2288126,28.91,0.68,0.68,4.86
2406 國碩,0,0.276630543,0.339274971,0.189776167,0.646870865,0.03473366,0.060096861,0.411904573,0.411904573,0.74,0.096410431,4.81755277,16.59429235,-0.214731578,-0.518190834,1.756575019,-0.76,1.65,-2.03,0.62,9.17,-17.75,11.63,11.63,-0.65,1.25,0.36,1.9,-10.3,94.74,-0.39,12.28,6.21,3.1,9.64,-3.65,2.48,41.13,-0.27,0.51,0.51,0.74,-9.7,794.56,-438.37,104.97,101.42,101.42,-61.26,-23.31,3.46,9.88,58.17,149.12,187.03,1.35,-2.65,5.14,100,2600277,83.54,2.88,0.51,126.72,4.65,78.46,1.72,194.26,93.71,469784,31.62,0.75,0.75,4.28
3158 嘉實,0,0.487677564,0.100311629,,0.65733995,0.032297783,0.388526641,0.601587127,0.601587127,2.56,0.53562421,1.029859865,7.16024619,-8.093728118,1.871361408,7.164749425,17.16,11.08,14.45,15.35,18.11,15.35,65.08,65.08,13.23,13.56,11.61,0.33,11.61,125.5,19.43,51.86,57.37,31.29,53.56,2.56,3.08,22.03,2.91,2.99,2.99,2.56,3.72,4.55,-13.28,-13.44,-1.21,-1.21,-1.05,2.79,-0.52,1.15,92.3,169.3,41.81,145.16,29.14,29.88,14.02,104690,5.87,24.54,0.95,14.88,0,0,1.32,8.82,0,92277,4.43,1.62,1.62,2.46
3673 TPK-KY,0,0.332983768,0.24958436,0.158770646,0.751293333,0.546521654,0.099020948,0.112435251,0.112435251,0.51,0.227601184,9.784105155,17.89779302,55.11300455,-60.47791176,14.24024117,11.3,1.22,8.67,0.82,6.98,0.93,3.47,3.47,0.09,0.57,0.22,0.48,0.25,102.69,0.17,3.38,7.3,0.82,22.76,0.61,18.77,335.92,0.31,1.92,1.92,0.51,20.38,12.52,162.37,12.08,-17,-17,95.85,1.82,-2.88,0.62,187.47,154.05,136.37,1.85,3.05,19.18,100,18126363,58.33,11.7,1.61,31.19,13.87,26.31,3.72,5.26,22.68,-3131760,9.44,0.5,0.5,0
5201 凱衛,0,0.14033992,0.06391235,,0.171846905,0.046639668,0.376941611,0.899904654,0.899904654,1.34,0.587184088,1.296281207,3.509053448,-2.637150619,1.207763503,2.42874246,6.44,8.81,5.1,11.49,30.08,3.15,45.95,45.95,4.14,21.98,20.43,17.84,5.6,109.9,6.42,41.81,71.2,13.45,58.72,0.37,1.87,6.55,0.27,1.44,1.44,1.34,-20.07,-32.61,-80.27,-9.41,-1.02,-1.02,-72.72,1.31,-8.76,1.66,105.57,423.54,40.61,40.55,2.71,14.4,77.58,315562,7.75,6.4,0.42,57,545.81,0.67,0.56,41.99,1.11,60803,13.14,2.24,2.24,3.07
5211 蒙恬,0,0.22382967,0.053992842,0.086018523,0.798213195,0.208409432,0.448516579,0.609012905,0.609012905,0.56,0.150574293,0.298555506,24.40161725,-0.193662891,1.125959179,0.001827008,4.99,3.05,3.58,3.48,18.04,2.88,65,65,12.15,13.73,9.99,1.58,8.25,80.51,5.95,80.74,57.44,32.03,15.06,0.47,0.23,5.65,0.69,0.78,0.78,0.56,-11.65,-13.4,307.23,1299.38,1767.87,1767.87,598.07,4.59,2.67,2.89,66.72,753.54,15.12,,6.87,7.76,29.15,322049,9.89,6.4,0.31,57.01,1.68,217.51,0.35,212.33,205.17,19671,11.07,0.85,0.85,0.99
5212 凌網,0,0.451206949,0.262953871,0.033545926,0.503183393,0.346272757,0.414048701,0.729759514,0.729759514,2.48,0.519861147,1.556129082,5.804517606,2.073474311,-0.02544526,-1.036057075,17.4,11.61,14.74,19.4,14.18,19.97,48.3,48.3,11.5,11.07,9.48,-0.43,9.76,131.26,15.39,36.8,49.58,22.37,51.99,2.56,4.67,27.08,3.12,3,3,2.48,19.27,13.58,55.35,43.04,39.49,39.49,43.78,18.54,7.31,5.19,197.02,214.54,78.11,57.28,31.15,29.98,12.1,356014,41.66,5.37,1.2,67.93,41.01,8.9,2.05,11.86,16.84,82344,18.69,1.48,1.48,2.3
5310 天剛,1,0.340975402,0.231690851,0.35031427,0.037328561,0.204491289,0.066309529,2.349320324,2.349320324,-3.54,-0.32188805,0.355734772,-5.35930743,-6.908226774,-6.074233337,13.98246011,-20.83,-32.83,-22.25,-57.87,-41.61,-48.45,5.19,5.19,-43.9,-52.45,-52.54,-8.55,-44,10.58,-47.94,49.1,22.79,1.7,-32.19,-2.96,-1.26,6.73,-2.96,-3.53,-3.53,-3.54,-18.67,-75.77,-95.73,-35.39,-27.1,-27.1,-69.93,-20.48,-44.88,-3.09,320.02,135.9,117.87,-93.71,-28.96,-34.6,,68084,71.05,3.73,0.63,97.87,3.24,112.65,1.1,131.45,114.56,-5618,18.25,2.49,2.49,2.36
5371 中光電,0,0.517240143,0.300907408,0.155536261,0.670016846,0.35459878,0.171425967,0.184448357,0.184448357,2.65,0.210764031,2.956353795,9.681348374,1.713819647,-0.604230923,0.156747381,7.25,2.95,5.4,4.84,7.18,4.99,18.08,18.08,2.47,3.49,2.38,1.03,2.45,115.79,2.6,15.61,17.12,7.09,21.08,2.73,11.58,112.13,2.76,3.92,3.92,2.65,-12.5,-15.08,-47.81,-40.64,-45.57,-45.57,-33.66,2.68,-2.94,-1.32,130.26,163.28,109.42,5.9,27.65,39.18,43.49,15107244,75.54,3.84,1,94.96,5.72,63.78,2.04,77.44,55.81,2711985,24.08,0.52,0.52,9.28
6176 瑞儀,0,0.511858331,0.236686037,0.050622561,0.60925617,0.39241779,0.154287219,0.169539308,0.169539308,12.62,0.293132879,0.796308598,8.550922788,2.263441018,1.21722692,-2.15663711,17.7,11.07,12.84,22.06,17.49,21.95,18.11,18.11,13,14.69,10.46,1.68,10.41,331.05,14.03,5.47,10.75,3.44,29.31,12.56,14.11,120.68,15.69,17.72,17.72,12.62,4.02,21.86,42.96,24.49,16.52,16.52,17.12,-15.84,6.35,0.99,146.17,202.7,84.25,27.44,156.91,177.23,36.62,22994400,47.54,4.11,1.01,88.88,20.64,17.69,2.11,9.22,18.73,4625819,19.14,1.28,1.28,12.07
6244 茂迪,0,0.591450892,0.165068051,0.062888151,0.850215162,0.465928314,0.103083338,1.739638605,1.739638605,-2.44,-0.185369983,0.523205118,-7.551877963,0.333952906,-0.575835412,1.214583995,-3.42,-9.75,-4.48,-35.26,-13.15,-28.37,-2.53,-2.53,-19.7,-25.31,-25.43,-5.61,-20.46,-14.72,-8.58,17.17,20.01,3.41,-18.54,-1.95,-1.3,9.8,-1.93,-2.48,-2.48,-2.44,-62.66,94.42,74.27,79.73,80.41,80.41,76.41,-38.99,-31.46,28.24,146.44,165.09,209.3,-8.64,-19.31,-24.8,,2462838,45.83,2.81,0.42,130.05,12.07,30.25,1.39,-20.84,31.94,-237506,19.47,0.85,0.85,2.71
6434 達輝光電,0,0.184808307,0.39199784,0.311582799,0.954785438,0.03741071,0.050410637,1.953982972,1.953982972,0.09,0.212286447,7.506389776,3.824534661,15.18027121,-6.107659367,-7.989744938,10.31,1.61,8.24,1.81,33.5,1.81,10.09,10.09,5.09,3.48,2.76,-1.61,2.76,201.9,1.61,5,11.83,0.55,21.23,0.09,0.87,3.33,0.17,0.12,0.12,0.09,25.56,201.85,135.23,121.06,115.46,115.46,115.45,-2.32,1.82,6.54,5.99,29.37,109.09,2.12,1.7,1.16,100,-1344452,16.58,6.11,0.31,59.78,9.52,38.32,0.66,73.1,50.84,49291,14.18,0.92,0.92,2.38
6536 碩豐,0,0.814441712,0.113578876,0.022130562,0.232462738,0.057164929,0.779782597,2.573970861,2.573970861,-0.25,-0.043591017,0.093690702,-130.4544304,0.014132126,0.039552065,0.971717858,-3.72,-5.25,-4.18,-9.85,-5.51,-9.75,67.92,67.92,-5.77,-8.18,-8.32,-2.41,-8.24,92.17,-4.11,73.69,49.21,23.77,-4.36,-0.25,-0.03,3.92,-0.23,-0.32,-0.32,-0.25,70.24,82.38,66.9,57.63,59.18,59.18,62.8,-32.92,42.19,5.82,-411.37,626.07,18.1,-8.92,-2.26,-3.2,,95340,15.06,10.08,0.69,36.21,4.51,81.02,1.18,101.52,41.01,-38941,12.5,4.58,4.58,1.17
6593 台灣銘板,0,0.240407867,0.18927945,0.444392993,0.928494057,0.108926183,0.334462057,0.430657978,0.430657978,-0.61,0.06830504,-0.696402688,43.35468307,-0.498114986,1.224599434,0.243873704,2.46,-1.3,1.97,-2.48,4.14,-2.44,19.63,19.63,-3.01,-3.31,-2.65,-0.3,-2.61,86.69,-1.88,22.64,34.5,4.66,6.83,-0.59,0.53,22.72,-0.68,-0.77,-0.75,-0.6,-39.38,-51.06,-121.09,-122.89,-122.51,-122.51,-121.42,-6.71,-8.37,-8.14,163.73,138.16,60.36,-4.88,-6.85,-7.52,,59048,28.92,6.66,0.59,54.79,4.27,85.44,0.94,118.18,97.06,54549,8.83,0.99,0.99,5.08
6697 東捷資訊,0,0.110849832,0.73874931,0.057498022,0.066195835,0.459755763,0.323911615,0.523954714,0.523954714,2.57,-0.103611344,-0.336788517,-51.5466913,0.281011433,0.178699956,0.531014383,10.71,6.73,8.98,15.13,8.23,15.17,13.27,13.27,5.12,5.76,4.92,0.64,4.93,162.85,9.35,8.15,24.2,0.56,-10.36,2.22,-1.01,44.93,2.3,3.01,2.59,2.21,0.84,8.25,7.57,16.03,34.12,34.12,34.51,0.52,88.36,2.79,39.89,276.59,81.62,18.69,23.01,25.88,9.52,405902,97.07,2.85,1.3,128,19.19,19.02,3.08,104.25,12.48,-180299,38.16,1.44,1.44,1.34
6738 鼎恒,0,0.44644436,0.173410468,0.063362986,0.347804079,0.095330971,0.388381026,3.647092867,3.647092867,-7.25,-1.426435994,0.822350972,-0.807594355,-3.368184215,-0.720724205,5.156055546,-128.58,-139.09,-130.75,-371.95,-138.88,-371.95,15.62,15.62,-153.26,-150.57,-150.57,2.69,-150.57,9.25,-181.35,168.88,136.61,60.97,-142.64,-6.6,-5.96,4.39,-6.72,-7.25,-6.6,-6.6,103.02,22.71,-78.95,-82.02,-82.02,-82.02,-82.5,198.49,239.16,-110.52,,136.4,158.78,-350.98,-67.21,-66.03,,24449,44.84,6.87,0.93,53.11,13.26,27.53,2.47,60.73,32.45,-135934,20.53,10.85,10.85,0
6868 采威國際,0,0.346130333,0.305588115,0.053426553,0.863549607,0.200262592,0.200270647,0.88643576,0.88643576,2.04,0.164546868,0.598026874,15.19957901,0.486485199,-4.364863899,4.8783787,13.68,9.26,11.24,21.14,14.56,21.07,40.94,40.94,11.13,11,9.12,-0.13,9.09,137.33,12.33,29.81,37.19,2.39,16.45,1.88,1.47,20.71,2.31,2.46,2.28,1.89,31.41,155.24,192.4,187.67,165.26,165.26,166.79,130.6,71.25,38.55,,175.24,171.92,13.43,23.04,22.77,73.53,93404,46.16,4.62,0.94,79.08,17.35,21.04,2.32,46.95,23.14,-183449,21.41,0.83,0.83,
6882 甲尚,0,0.72634695,0.037087111,0.000599674,0.170459136,,0.770963148,1.029848304,1.029848304,1.05,1.33701264,2.445457506,4.77361296,8.27092511,-6.068649046,-0.988803231,15.77,9,14.17,11.38,14.6,11.38,93.49,93.49,7.33,8.57,8.29,1.24,8.29,108.5,10.69,86.16,62.82,45.99,133.7,1.05,2.65,12.66,0.93,1.08,1.08,1.05,21,22.11,171.4,208.44,193.25,193.25,193.25,15.19,11.21,22.44,,544.28,29.18,168.51,9.28,10.84,100,149731,4.19,24.21,1.08,15.07,105.68,3.45,1.37,18.52,2.87,7883,3.16,0.77,0.77,
8053 巨擘,1,0.390498555,0.224061655,0.319710883,0.484501585,0.003754998,0.592962428,-4.14717721,-4.14717721,0.09,-0.076572318,-0.989055678,-2.496019269,-9.964651536,12.89746937,-2.015565375,7.68,5.19,1.53,,81.23,,25.25,25.25,-54.86,40.51,16.04,95.37,-24.5,31.52,-16.54,80.11,62.56,16.74,-7.66,-0.15,-0.24,0.6,-0.33,0.24,0.24,0.09,-76.84,54.79,33.74,158.95,110.18,110.18,85.43,4.45,3.88,31.76,-864.09,19.82,235.01,3.83,-3.3,2.44,100,-1039091,-14.06,4.09,0.19,89.29,2.24,163.23,-0.24,244.79,165.52,381163,23.23,0.1,0.1,8.06
8105 凌巨,0,0.369580471,0.301960289,0.239549988,0.968459385,0.499385859,0.314765219,0.545889628,0.545889628,-0.45,0.101642893,-5.667912199,27.02936595,-0.759732938,-2.007568769,3.784226024,3.69,-1.41,1.21,-2.46,9.18,-6.6,8.69,8.69,-3.97,-0.65,-2.28,3.32,-6.11,68.65,-2.79,12.67,22.54,3.03,10.16,-1.22,0.74,19.96,-0.79,-0.13,-0.13,-0.45,-10.85,-33.29,-33153.7,-51.12,-51.53,-51.53,-1211.98,-8.59,-1.82,-0.82,84.87,166.39,50.93,-1.24,-7.93,-1.3,,2130155,35.74,5.38,0.69,67.81,7.01,52.08,1.08,54.97,59.92,793325,18.29,0.6,0.6,4.15
8298 威睿,0,0.397049336,0.052459768,0.02516701,0.380950447,0.217928221,0.539941562,1.063238415,1.063238415,-1.27,-0.78596762,1.402065235,-3.66764087,0.159480058,0.530535006,0.309984936,-5.02,-8.76,-6.14,-11.77,-11.71,-11.77,85.19,85.19,-21.81,-19.45,-20.49,2.37,-20.49,79.62,-12.08,107.01,87.1,37.6,-78.6,-1.27,-1.69,6.2,-1.35,-1.21,-1.21,-1.27,-36.56,-39.2,-194.05,-159.23,-174.29,-174.29,-174.29,-27.1,-22.85,-16.64,251.71,521.28,29.57,-201.02,-13.53,-12.06,,229248,9.26,11.03,0.43,33.1,3.97,91.86,0.57,-34.07,112.3,49924,9.49,1.88,1.88,2.3
8416 實威,0,0.551166065,0.340477592,0.073449738,0.820120036,0.416481618,0.359208131,0.264489611,0.264489611,9.44,0.975646645,0.755924835,4.848796709,7.514613469,-0.039275551,-6.418069718,26.54,20.16,21.08,25.62,28.57,25.62,53.18,53.18,25.37,27.28,21.67,1.91,21.67,191.24,24.93,27.81,22.11,6.87,97.56,9.44,8.99,43.57,11.06,11.89,11.89,9.44,3.35,0.93,-3.96,-3.91,-2.56,-2.56,-1.8,4.31,5.36,-0.2,124.52,416.33,26.65,883.55,110.56,118.88,25.86,821960,41.98,3.36,0.93,108.62,9.06,40.28,1.18,85.36,50.83,217416,29.96,2.41,2.41,5.37
2466 冠西電,0,0.536211055,0.175296657,0.231028485,0.275686181,0.133112838,0.053516146,0.95302952,0.95302952,0.04,0.305298141,50.21257485,4.640320345,0.824555743,-0.168112442,0.487313747,0.45,0.96,-0.29,0.38,13,-8.19,11.79,11.79,-6.97,0.43,0.51,7.4,-11,62.84,-3.41,18.76,23.49,0.39,30.53,-0.88,1.72,7.96,-0.56,0.03,0.03,0.04,-45.74,-18.77,2.57,-95.18,-76.87,-76.87,32.5,-3.25,-3.7,-1.02,74.84,213.82,147.5,1.13,-5.55,0.34,100,1000426,46.55,3.27,0.3,111.61,2.26,161.66,0.74,239.22,143.99,141752,26.46,1.75,1.75,3.59
2489 瑞軒,0,0.262875118,0.264115122,0.18199943,0.58023001,0.687903986,0.178813708,0.645598461,0.645598461,0.68,-0.065542023,-0.52749165,-42.86295943,0.525283391,0.802135651,-0.348996031,1.8,3.19,0.28,4.64,7.58,-3.04,7.99,7.99,-3.33,4.42,3.4,7.75,-2.23,70.6,-4.36,11.31,8.09,2.8,-6.55,-0.48,-0.48,20.69,-0.69,0.92,0.92,0.68,10.04,-36.42,-411.82,1061.64,3303.06,3303.06,-162.38,10.96,4.21,3.33,11.27,239.53,52.42,64.19,-6.88,9.15,80.77,8318258,50.81,5.17,0.92,70.56,6.76,54,1.36,35.23,63.32,9207,22.52,0.56,0.56,5.79
3031 佰鴻,0,0.427089644,0.292186927,0.107293875,0.33182933,0.581507928,0.20518613,0.644334372,0.644334372,0.74,0.556752002,1.65798593,4.556748736,4.067595424,0.454170653,-3.356718449,8.35,3.87,6.31,4.7,21.38,4.65,27.44,27.44,7.83,13.24,9.68,5.4,9.58,139.94,4.27,19.61,23.01,1,55.68,0.74,1.74,8.01,0.63,1.05,1.06,0.75,-22,-11.08,-22.89,-29.84,-43.08,-43.08,-41.49,-1.51,-0.96,-3.16,164.91,370.18,23.43,57.32,5.93,10.02,-7.19,1465074,28.44,2.63,0.39,139.03,4.59,79.48,0.49,108.46,118.84,230620,42.63,0.84,0.84,6.38
3038 全台,0,0.41272509,0.195859298,0.289196361,0.553001068,0.271497994,0.185723187,0.820006412,0.820006412,1.57,0.1108759,0.597886242,22.80426028,-1.301498559,0.463465188,1.662590037,9.93,6.68,8.31,11.85,9.68,11.76,21.03,21.03,8.94,7.33,6.23,-1.6,6.19,172.35,10.64,12.2,19.77,3.09,11.09,1.56,1.1,25.15,2.25,1.84,1.84,1.57,-9.01,-1.89,6.15,-9.8,-9.36,-9.36,-8.51,-0.76,1.46,-0.92,152.11,203.64,82.23,25.12,20.56,16.88,19.09,1531966,73.72,6.63,1.03,55.04,3.53,103.48,1.9,107.01,118.96,166872,15.77,1.06,1.06,5.32
3050 鈺德,0,0.787659823,0.075442638,0.026106967,0.709628998,0.04117634,0.139927762,0.557360807,0.557360807,0.8,0.170231757,1.153555922,5.469840316,1.529208311,-0.369223568,-0.157886981,6.83,3.3,5.84,5.39,37.53,5.83,39.46,39.46,18.95,15.85,14.57,-3.1,15.75,192.4,4.32,20.51,22.12,,17.02,0.88,1.21,6.61,1.25,1.05,1.05,0.8,-5.4,-10.16,-9.94,9.74,16.1,16.1,-0.52,0.65,0.9,0.73,61.33,175.74,109.45,4.05,12.53,10.48,24.78,784939,7.06,7.69,0.18,47.44,10.08,36.2,0.37,54.79,29.7,167977,14.24,0.95,0.95,5.61
3051 力特,1,0.032730367,0.14934649,0.181708934,0.625298681,0.124710115,0.194425801,2.612349973,2.612349973,0.05,0.139217982,6.482659145,11.95492618,-1.227638032,0.168922692,1.940635167,2.46,1.32,1.45,1.33,16.84,-13.89,18.43,18.43,4.9,1.29,0.68,-3.61,-7.12,136.2,1.97,13.53,17.2,2.14,13.92,-0.53,0.62,7.43,0.36,0.1,0.1,0.05,-3.85,-8.85,-18.7,124.62,109.72,109.72,-4.07,-1.77,0.87,1.36,5216.75,362.59,607.26,1.25,3.64,0.96,100,3814673,140.02,3.17,0.27,115.2,2.04,178.9,1.95,262.01,173.34,-3321750,31.88,0.94,0.94,8.27
3149 正達,0,0.344844869,0.448401058,0.108181008,0.527881693,0.225206908,0.086434178,1.342578155,1.342578155,-1.42,0.165525045,-0.726072994,11.60784686,1.176446311,-0.091070323,-0.090573951,-1.07,-6.7,-2.71,-19.19,0.9,-23.4,-0.37,-0.37,-17.83,-11.87,-11.97,5.97,-14.6,-2.13,-13.23,17.46,14.31,1.61,16.55,-1.73,1.02,11.86,-2.12,-1.41,-1.41,-1.42,-14.57,46.98,-104.11,-385.69,-385.55,-385.55,-91.06,4.19,1.31,-6.8,53.24,113.66,163.27,-7.52,-21.16,-14.08,,174132,52.44,3.34,0.62,109.12,14.8,24.67,1.6,94.58,23.17,-201324,26.53,1.86,1.86,5.18
3158 嘉實,0,0.60920311,0.063248658,,0.650818008,0.058129357,0.377379135,0.561105658,0.561105658,3.97,0.960471397,1.373176241,3.700953588,2.258632159,-0.307155498,-0.914952368,25.02,15.87,19.96,23.06,24.86,23.06,64.48,64.48,18.22,19.68,15.68,1.46,15.68,139.39,27.6,46.26,53.37,28.66,96.05,3.97,6.84,25.32,4.61,4.98,4.98,3.97,14.95,13.89,58.37,66.8,55.19,55.19,55.19,13.41,7.21,7.04,109.31,179.08,50.01,204.18,46.14,49.83,16.9,148159,4.53,28.42,1.01,12.85,0,0,1.47,0.68,0,71891,3.19,1.78,1.78,2.72
3601 前源,0,0.517364597,0.198000335,0.264509427,0.780272765,0.328527063,0.243137201,1.813034402,1.813034402,0.01,0.412800854,66.68421053,8.509278074,1.38831511,-0.551628471,0.163313361,7.87,0.23,6.22,0.11,7.76,0.02,15.37,15.37,0.28,0.18,0.08,-0.1,0.01,101.83,0.32,15.09,23.18,5.03,41.28,0,0.9,7.67,0.02,0.01,0.01,0.01,37.09,162.36,101.4,100.58,100.24,100.24,100.05,6.47,0.01,34.12,177.08,198.85,40.07,1.93,0.21,0.14,100,142592,36.39,9.8,1.02,37.24,5.26,69.45,1.39,73.08,66.71,-4414,11.21,0.83,0.83,4.99
3630 新鉅科,0,0.522554269,0.241139371,0.086460095,0.769553912,0.288050145,0.235564857,0.423518318,0.423518318,-1.5,0.074356508,-0.526250993,19.26347682,-0.265187217,2.410096606,-1.101262028,5.02,-3.5,3.12,-6.19,13.43,-6.22,12.75,12.75,-13.11,-9.86,-10.28,3.25,-10.33,49.29,-6.06,25.86,36.57,14.03,7.44,-1.5,0.76,14.56,-1.91,-1.44,-1.44,-1.5,-22.46,-73.09,-170.09,-144.81,-154.66,-154.66,-157.4,8.64,-4.61,-9.15,19.15,204.28,71.31,-7.4,-19.09,-14.36,,1960227,28.81,2.99,0.37,122.2,8.61,42.42,0.6,93.48,53.99,-398077,34.39,1.48,1.48,2.78
3632 研勤,1,0.320061917,0.354419228,0.177914023,0.635518129,0.051109892,0.116707096,1.867399505,1.867399505,-5,-0.213396673,0.204320797,-9.195502628,1.894096036,0.107014696,-1.31442242,-19.92,-27.44,-21.31,-67.59,-45.56,-58.6,26.71,26.73,-34.34,-53.22,-54.36,-18.89,-47.13,43.74,-23.68,61.07,31.33,10.19,-21.34,-4.28,-1.08,9.97,-3.42,-5.31,-5.31,-5,-34.66,3.78,10.9,-15.85,-17.93,-17.93,-13.58,-20.61,-49.87,-4.71,-206.82,134.95,217.05,-26.17,-34.24,-53.07,,72609,68.16,3.47,0.52,105.18,4.66,78.31,1.24,165.17,64.71,-113796,24.37,1.17,1.17,4.94
3698 隆達,0,0.450338523,0.337116877,0.130287019,0.677798513,0.622938677,0.047620853,0.496920858,0.496920858,-1.24,0.180322459,-0.965728816,13.87025367,25.88050413,-22.6280872,-2.045559513,1.1,-4.64,-0.14,-6.42,2.02,-6.65,12.37,12.37,-8.73,-7.47,-7.54,1.27,-7.81,58.62,-6.41,21.1,25.84,9,18.03,-1.27,1.3,17.81,-1.56,-1.35,-1.33,-1.22,1.29,29.84,19,-88.67,-89.55,-89.55,21.15,-2.73,-7.36,-2.94,121.37,227.91,39.2,-40.21,-15.55,-13.3,,4690452,37.7,3.47,0.63,105.22,6.72,54.32,0.85,71.5,50.56,73779,30.72,0.79,0.79,
4960 誠美材,1,0.066025567,0.425115536,0.400855479,0.480720613,0.293121373,0.089612497,0.691909239,0.691909239,-0.13,-0.078783687,3.997493845,-26.11811998,-1.64825015,2.215722245,0.590961234,2.93,-0.26,2.21,-0.95,4.42,-0.92,3.25,3.25,-2.85,-0.96,-0.97,1.89,-0.93,53.3,-2.7,6.11,12.76,2.03,-7.88,-0.12,-0.54,14.21,-0.41,-0.14,-0.14,-0.13,-36.52,-45.96,40.1,87.74,87.97,87.97,89.11,2.52,-0.55,-0.02,-25.07,135.98,51.45,-0.34,-4.05,-1.36,,1653479,53.65,3.28,0.66,111.14,3.93,92.78,0.98,155.64,99.88,-125182,28.09,0.72,0.72,5.75
5243 乙盛-KY,0,0.352037065,0.323471217,0.148821324,0.802111569,0.648736761,0.145098092,0.284220235,0.284220235,2.74,0.125258507,0.765875473,21.09906814,-0.423571702,1.3390305,0.062695639,10.61,4.98,8.19,7.81,10.01,7.87,17.42,17.42,6.82,6.19,4.66,-0.63,4.7,164.26,8.01,10.61,18.09,1.98,12.53,2.76,2.78,58.68,4,3.63,3.63,2.74,-2.1,3.7,3.15,-7.66,-7.74,-7.74,-11.94,9.22,1.02,-1.29,160.95,185.53,65.01,89.04,39.99,36.32,37.85,3200496,55.3,4.79,1.06,76.17,9.52,38.34,1.68,17.61,46.42,504736,22.71,1.14,1.14,0.79
5392 能率,0,0.284147864,0.252948201,0.157433276,0.544944273,0.312830492,0.146503287,0.245199881,0.245199881,-0.73,0.110802336,11.46491434,17.16093979,-1.428372862,2.94686639,-0.632257121,6.65,-0.1,4.58,-1.19,8.72,-0.25,15.63,15.63,1.08,0.51,-0.76,-0.57,-0.16,107.43,1.14,14.55,22.38,0.8,11.08,-0.34,3.77,64.88,0.7,0.33,0.33,-0.73,-9.9,-5.15,-36.95,-90.55,-119.03,-119.03,-118.24,3.74,-0.29,-3.79,92.78,164.32,124.51,1.66,6.93,3.26,,3686759,55.76,4.6,0.71,79.35,6.18,59.1,1.57,69.45,60.26,-622166,21.86,0.56,0.56,2.02
5443 均豪,0,0.33020142,0.329281941,0.173377795,0.555114033,0.379329756,0.097179514,0.61803381,0.61803381,0.93,0.487003757,6.87034535,2.447831014,2.16037423,0.159604008,-1.33053211,3.99,2.9,2.97,5.85,8.68,4.03,23.71,23.71,2.24,5.95,4.64,3.7,3.2,110.45,1.59,21.47,23.38,8.63,48.7,0.63,8.78,21.74,0.49,1.28,1.29,0.94,-18.31,-33.33,-78.39,-42.88,-44.6,-44.6,-61.4,-5.54,-5.26,-2.34,120.27,165.27,128.15,8.78,4.7,12.46,-6.44,1894519,90.25,1.74,0.55,209.22,2.98,122.36,1.26,186.6,116.27,782208,45.65,1.33,1.33,5.79
