證券代碼,Y,現金及約當現金佔流動資產,應收帳款及票據佔流動資產,存貨佔流動資產,不動產廠房及設備佔非流動資產,應付帳款及票據佔流動負債,其他應付款佔流動負債,普通股股本佔股東權益總額,股本佔股東權益總額,每股盈餘,營運現金流量比率,營運現金流量對淨利比率,營運指數,營運現金流量佔本期產生現金流量,投資活動之現金流量佔本期產生現金流量,籌資活動之現金流量佔本期產生現金流量,ROA(C)稅前息前折舊前,ROA(A)稅後息前,ROA(B)稅後息前折舊前,ROE(A)－稅後,稅前息前折舊前淨利率,ROE(B)－常續利益,營業毛利率,已實現銷貨毛利率,營業利益率,稅前淨利率,稅後淨利率,業外收支/營收,常續利益率－稅後,貝里比率,營業資產報酬率,營業費用率,用人費用率,研究發展費用率,現金流量比率,常續性EPS,每股現金流量,每股營業額,每股營業利益,每股稅前淨利,季底每股稅前淨利,季底每股稅後淨利,營收成長率,營業毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,總資產報酬成長率,現金流量允當比,流動比率,總負債/總淨值,利息保障倍數,營業利益 /實收資本比,稅前純益 /實收資本,內部保留比率,營運資金,存貨及應收帳款/淨值,應收帳款週轉次數,總資產週轉次數,平均收帳天數,存貨週轉率（次）,平均售貨天數,淨值週轉率（次）,淨營業週期（日）,季底售貨天數,自由現金流量(D),季底應收帳款/營收TSE,Tobins Q,Tobins Q (A),高管基層薪資差異(倍)
6149 禾鴻,1,0.003885431,0.188185538,0.039473232,0.005011164,0.048488749,0.069158601,55.44278261,55.44278261,-0.18,0.166294527,-5.504588659,0.37714728,-11.38610169,-1.514915254,13.64237288,-0.05,-3.13,-0.62,-5.27,-0.62,-5.27,88.36,88.36,-93.35,-48.17,-44.11,45.18,-44.11,48.63,-16.21,181.71,37.39,,16.63,-0.18,1.05,0.4,-0.37,-0.19,-0.19,-0.18,-65.92,247.78,95.94,97.99,98.77,98.77,98.75,52.47,102.64,322.91,48.44,14.4,3529.25,-23.51,-3.71,-1.91,,-172902,115.15,0.46,0.07,786.89,1.06,344.09,-0.12,-14606.6,36.44,-67039,43.2,0.45,0.45,1.95
6233 旺玖,0,0.547899375,0.101419049,0.06282147,0.328358101,0.341728129,0.658271871,0.705849799,0.70635717,-0.45,1.397000526,-5.099841907,2.459223579,9.980484554,-8.033842639,-0.882336142,0.61,-2.93,1.17,-3.29,1.68,-1.63,47.39,47.39,-7.51,-7.97,-8.09,-0.46,-4.02,86.32,-4.74,54.91,33.86,36.15,139.7,-0.2,2.49,6.15,-0.46,-0.49,-0.49,-0.45,-6.73,-4.12,-39.7,-1242.72,-1918.57,-1918.57,-8168.87,-2.91,-4.74,-3.43,125.22,567.35,13.33,,-4.43,-4.7,,701463,11.3,6.19,0.36,58.94,4.99,73.15,0.41,53.2,70.4,192524,16.75,3.05,3.05,2.35
6237 驊訊,0,0.825337999,0.101198981,0.033188583,0.320749949,0.050380754,0.113917723,0.557472511,0.557472511,0.25,0.3043301,4.067232067,3.592622578,-3.206986084,1.1899505,2.928177828,4.71,1.75,8.06,1.4,13.58,9.77,76.67,76.67,23.54,6.84,2.6,-16.7,18.17,144.32,10.72,53.13,28.45,22.57,30.43,1.77,2.71,9.73,2.29,0.67,0.67,0.25,-12.47,-13.62,-39.04,-70.78,-83.59,-83.59,-39.08,-6.3,1.03,-4.64,141.84,208.06,49.21,3.1,22.6,6.57,100,609603,13.68,5.59,0.35,65.25,3.08,118.65,0.54,119.67,105.07,525312,19.26,2.98,2.98,3.51
8079 誠遠,0,0.56936634,0.394131874,,0.968800799,0.114043275,0.642204073,0.673959706,0.673959706,1.9,2.092787442,1.52789673,2.621672715,-4.355969622,4.040952844,1.315016779,24.73,12.05,21.16,13.22,47.28,13.65,36.27,36.27,25.82,24.96,22.97,-0.86,23.7,347.27,13.8,10.44,32.15,1.35,209.28,1.96,3.16,8.28,2.14,2.07,2.07,1.9,15.51,43.07,61.44,62.65,70.17,70.17,66.55,10.59,6.48,5.51,108.28,458.71,12.06,299.24,21.39,20.68,54.8,338192,18.39,3.83,0.52,95.23,0,0,0.58,84.91,0,28997,32.95,1.35,1.35,3.82
3141 晶宏,0,0.382440138,0.131252777,0.219487781,0.05708235,0.779972087,0.207596183,1.036037031,1.036037031,0.01,-0.059044669,-0.790303423,-96.60568384,-0.030650491,-0.218276386,1.258261478,4.68,0.11,3.01,0.12,5.35,0.09,32.77,32.77,2.89,1.31,0.12,-1.58,0.09,109.67,3.92,29.88,18.12,16.35,-5.9,0.01,-0.11,8.01,0.23,0.14,0.1,0.01,17.23,42.64,136.47,116.68,102.5,102.5,101.73,52.15,54.17,4.09,-177.24,653.61,14.56,,2.32,1.05,100,686243,33.37,7.03,0.87,51.91,2.75,132.57,1.01,123.94,138.29,-274312,15.04,1.53,1.53,3.51
3228 金麗科,0,0.402619345,0.250316368,0.283375665,0.442967618,0.643043795,0.324622916,0.864943853,0.864943853,-1.63,0.540007277,-0.34311325,11.66984166,0.735780602,-1.78416261,2.048382008,-2.14,-12.98,-4.08,-14.05,-4.15,-14.07,56.85,56.85,-23.35,-24.97,-25.17,-1.62,-25.21,70.88,-15.54,80.21,34.49,42.53,54,-1.62,0.55,6.45,-1.51,-1.61,-1.61,-1.62,-8.61,-3.5,14.51,13.33,12.63,12.63,9.07,1.47,0.17,3.11,91.82,737.11,8.96,,-15.06,-16.1,,385220,34.81,2.92,0.52,124.82,1.36,268.34,0.56,319.57,275.37,-58642,29.28,4.04,4.04,2.4
3529 力旺,0,0.888555345,0.083767766,,0.736495346,0.206770029,0.569562726,0.65628333,0.65628333,3.48,2.694950733,1.415328733,2.490163881,-2.414063781,2.365953472,1.048110309,25.08,21.1,23.17,23.56,31.94,23.28,74.49,74.49,28.1,28.37,26.87,0.27,26.55,160.58,25.02,46.39,31.94,30.78,269.5,3.39,5.21,12.76,3.59,3.68,3.62,3.43,37.09,24.16,24.31,87.94,77.96,77.96,14.14,12.45,9.9,10.48,156.42,535.58,12.87,,35.86,36.2,16.03,547266,5.6,10.91,0.79,33.46,0,0,0.88,-0.47,0,149918,6.69,5.99,5.99,2.47
3530 晶相光,0,0.546174839,0.134192633,0.253631482,0.059378709,0.725432419,0.272799599,1.134728297,1.134728297,-0.32,-1.532751864,7.461913642,-5.010188977,0.68509226,0.323033967,-0.008126227,-0.27,-3.07,-0.06,-3.54,-0.23,-2.75,17.56,17.56,-3.15,-2.67,-2.67,0.48,-2.08,84.78,-4.04,20.71,12.37,8.76,-153.28,-0.25,-2.37,11.86,-0.37,-0.32,-0.32,-0.32,96.73,229.39,74.92,76.03,76.03,76.03,81.37,0.29,-3.18,11.17,-6.26,569,17.55,,-3.74,-3.17,,159166,38.67,19.94,1.15,18.31,6.3,57.97,1.32,38.76,83.9,20579,9.94,1.23,1.23,1.97
3592 瑞鼎,0,0.210439774,0.554378813,0.166971515,0.15262777,0.594922657,0.238601541,0.198282165,0.198282165,19.87,0.701074987,1.184511058,5.673002036,4.442272027,-1.262179323,-2.180092703,29.38,23.76,26.59,42.63,17.34,41.64,24.61,24.61,15.38,14.88,13.98,-0.5,13.65,266.63,27.32,9.23,6.94,6.49,70.11,19.27,25.06,141.15,21.71,21.16,21.01,19.73,17.45,0.79,-4.56,-7.53,-4.71,-4.71,-6.39,6.52,19.77,-0.32,120.36,228.08,70.37,265.27,217.12,210.06,49.31,2953832,115.78,2.84,1.69,128.65,9.58,38.1,3.05,86.83,46.58,1046039,31.79,1.97,1.97,5.04
3598 奕力,0,0.181283024,0.283219984,0.437700083,0.551983897,0.55127106,0.347749763,0.377710383,0.377710383,4.47,-0.119867458,-0.745134587,-33.60931154,0.762286635,0.377525586,-0.139812221,11.39,9.13,10.98,17.16,5.06,17.16,14.94,14.94,4.44,3.99,3.99,-0.45,3.99,142.33,10.69,10.5,5.79,7.01,-11.99,4.04,-3.33,101.15,4.5,4.47,4.04,4.04,46.63,17.31,1.49,-7.31,-7.31,-7.31,-7.36,34.77,28.49,0.28,22.42,183.76,94.92,53.41,44.96,40.39,18.25,1209521,125.63,10.38,2.25,35.16,6.02,60.63,4.3,45.24,95.9,-150307,12.92,1.64,1.64,3.38
3638 F-IML,0,0.830337705,0.097549357,0.059667895,0.404834485,0.401869034,0.405205962,0.233870245,0.233870245,11.33,3.263856903,0.999956496,3.151662808,0.401892388,-0.004594099,0.655781909,27.76,22.16,22.34,25.79,31.97,25.79,55.22,55.22,31.62,31.73,25.53,0.11,25.53,233.94,27.56,23.61,16.26,12.84,326.39,8.01,14.08,31.37,9.92,14.08,9.96,8.01,-4.45,-2.9,-11.17,-11.71,2.99,2.99,2.99,96.6,120.88,0.95,533.3,1560.27,12.03,,99.2,99.55,100,3290822,17.5,6.26,0.87,58.27,4.42,82.57,1.01,94.29,75.36,-1251356,14.8,2.13,2.13,
3658 漢微科,1,0.287100378,0.28220304,0.414958979,0.695224564,0.040452762,0.174087,0.808459723,0.808459723,5.69,-0.132810328,-2.901385307,-5.795988253,-0.950743501,-0.06783511,2.49314624,6.84,11.11,12.69,100.63,11.1,101.09,61.53,61.53,7.78,5.95,16.25,-1.83,16.33,114.47,4.89,53.75,39.14,21.8,-13.28,4.2,-6.04,25.76,2,2.08,1.53,4.19,32.25,46.64,376.15,249.37,308.8,308.8,324.49,23.84,405.39,16.65,-147.72,128.82,274.07,3.77,20.03,15.32,100,578597,242.93,2.27,0.62,160.51,0.6,613.18,6.19,694.95,856.2,943173,47.23,0.83,0.83,0.94
3686 達能,0,0.59862357,0.111946168,0.158223085,0.991200301,0.276541905,0.421386241,0.524440014,0.524440014,3.16,0.581179644,1.415340079,4.67762884,0.741019281,-1.815571482,2.074552201,20.59,13.35,17.83,21.17,21.38,21.2,21.14,21.14,15.36,15.1,13.28,-0.25,13.3,365.61,15.07,5.78,9.06,1.79,58.12,2.92,5.09,21.93,3.37,3.6,3.31,2.91,182.47,6519.16,605.11,549.71,579.53,579.53,601.15,171.01,125.8,34.47,,155.55,74.44,22.64,33.68,33.12,57.98,736961,17.78,24.2,0.96,15.08,12.6,28.97,1.59,17.48,55.4,-1664179,6.41,1.71,1.71,5.38
4925 智微,0,0.478552303,0.11917356,0.174946,0.238708983,0.498894593,0.413643884,0.46691709,0.46691709,2.02,-0.804307553,-1.084565951,-9.518945055,0.597790671,0.397822903,,15.25,8.36,13.53,9.92,16.27,9.99,42.41,42.41,9.86,9.69,8.91,-0.17,8.97,130.28,11.31,32.55,14.94,24.99,-80.43,2.02,-2.39,22.51,2.22,2.2,2.18,2,5.37,-1.47,-34.97,-32.93,-33.8,-33.8,-33.32,2.95,12.63,-3,188.73,710.36,13.72,697.11,22.18,21.8,-1.84,1294806,28.68,8.73,0.94,41.82,4.19,87.08,1.11,66.96,104.96,62582,11.06,3.42,3.42,1.34
4973 廣穎,0,0.245551383,0.306127781,0.365422199,0.961065289,0.565601961,0.15384577,0.5303645,0.5303645,4,0.231432536,0.856979146,34.57528389,1.916066576,-3.043113513,2.122356417,15.81,12.54,13.13,23.64,3.56,23.6,8.14,8.14,3.39,3.37,2.81,-0.02,2.8,171.48,15.17,4.75,4.9,0.6,23.14,3.95,4.12,141.15,4.79,4.81,4.76,3.96,50.42,33.24,50.13,32.79,65.28,65.28,68.06,63.11,28.63,6.8,,184.85,109.11,144.41,47.9,47.64,61.46,679955,116.14,18.33,4.44,19.92,11.49,31.77,8.42,31.01,33.62,-132489,7.07,0.64,0.64,4.88
5261 創傑,0,0.502988424,0.265952548,0.200062708,0.449782639,0.424879522,0.408174121,1.233197682,1.233197682,2.31,0.748443763,1.334956062,7.630067096,1.398289243,-0.609389049,0.194110548,29.79,23.01,28.19,33.44,12.63,33.01,43.05,43.05,9.42,9.82,9.74,0.4,9.62,127.99,23.66,33.64,22.26,25.35,74.84,2.28,3.11,23.73,2.23,2.33,2.33,2.31,25.73,39.52,552.92,517.82,519.23,519.23,511.42,56.16,41.88,23.19,,258.52,51.3,495.6,22.34,23.3,100,250329,61.74,9.42,2.36,38.73,7.62,47.93,3.43,48.04,60.7,26643,12.04,0.7,0.7,
5269 祥碩,0,0.250823747,0.275300016,0.347649388,0.512072213,0.346866561,0.206175622,1.616618842,1.616618842,1.17,0.131353012,0.736544205,18.21829009,0.884189149,-1.339108414,1.45421723,22.44,11.3,20.31,20.95,14.82,20.95,44.85,44.85,9.56,7.45,7.3,-2.11,7.3,127.11,18.05,35.28,24.65,27.13,13.14,1.17,0.88,16.06,1.54,1.2,1.2,1.17,79.21,76.4,198.63,171.64,159.86,159.86,159.86,55.24,23.6,38.32,,138.03,108.55,39.24,15.36,11.97,100,102088,93.3,8.17,1.51,44.7,3.91,93.28,2.87,72.89,133.02,-11925,15.88,0.71,0.71,
6138 茂達,0,0.140812779,0.334938443,0.300581021,0.569670315,0.644243181,0.255601845,0.595792057,0.595792057,1.14,0.421073704,1.333355192,14.75117217,24.65811016,-14.48054573,-8.504901465,11.13,5.65,9.44,7.39,8.75,7.29,22.09,22.09,4.44,5.08,4.44,0.64,4.38,125.15,7.49,17.65,12.25,8.86,42.11,1.12,1.88,27.64,1.23,1.41,1.41,1.13,21.03,21.96,24.19,14.36,8.69,8.69,7.75,-3.37,2.32,0.99,91.88,350.4,27.2,817.92,12.27,14.05,-32.24,1450939,59.05,4.89,1.27,74.64,4.67,78.09,1.67,89.53,79.74,164191,18.89,1.56,1.56,2.51
2466 冠西電,0,0.181755865,0.234784925,0.35188108,0.780962288,0.19796346,0.144994174,0.909753661,0.909753661,-0.66,0.098534333,-1.187130511,19.12115656,0.979656477,-1.646262914,1.487011607,3.03,-1.84,0.09,-5.92,5.74,-9.56,8.62,8.62,-6.63,-4.41,-5.11,2.22,-8.24,56.55,-3.79,15.25,19.82,1.01,9.85,-1.06,0.67,12.88,-0.85,-0.57,-0.57,-0.66,-26.1,-58.28,-237.59,-205.79,-281.54,-281.54,-5360.11,-1.94,-2.1,-3.49,-10.65,217.56,119.45,-1.25,-8.54,-5.68,,1099644,79.39,3.04,0.53,119.89,2.26,161.78,1.16,224.94,182.78,-827286,27.11,1.53,1.53,4.23
2486 一詮,0,0.294670787,0.426120301,0.161866125,0.912054104,0.444209919,0.210516928,0.53713099,0.53713099,-1.95,0.377551996,-1.590590512,7.685981738,-1.39515217,1.614723995,0.894894766,3.32,-4.25,5.76,-9.83,5.45,-2.28,7.52,7.52,-1.56,-8.18,-8.05,-6.62,-1.87,82.85,-1.03,9.07,17.37,1.38,37.76,-0.44,3.19,24.5,-0.38,-2.01,-2,-1.95,-17.24,-69.36,-110.93,-174.9,-193.47,-193.47,-119,-6.08,-11.46,-9.28,55.77,244.71,106.56,-5.25,-3.77,-19.8,,2482548,64.46,2.67,0.61,136.53,6.17,59.11,1.22,135.84,54.55,54631,35.93,0.67,0.67,3.67
3031 佰鴻,0,0.251356433,0.361594798,0.121123704,0.8133844,0.818896931,,0.568561233,0.568561233,0.9,0.615818669,2.786522312,10.35051928,6.976774795,-4.787640992,-1.619199947,9.16,2.5,8.14,3.73,13.02,4.65,14.1,14.1,2.75,3.47,2.92,0.72,3.64,124.25,2.37,11.35,4.94,0.97,61.58,1.06,2.13,22.04,0.61,0.76,0.76,0.9,-16.45,-37.61,-81.98,-64.01,-58.93,-58.93,-48.74,0.54,3.84,-2.29,48.94,668.53,78.53,5.56,6.06,7.64,-10.79,3865937,63.44,2.58,0.7,141.54,7.59,48.1,1.28,128.56,54.52,111334,37.92,1.06,1.06,3.3
3080 威力盟,0,0.379725728,0.364055331,0.122877214,0.738763055,0.44724055,0.210843997,0.376387521,0.376387521,-1.81,0.455186667,-5.525119998,5.077757654,2.007089003,-0.762452833,-0.288844712,6.88,-3.27,8.01,-6.35,7.07,-1.05,2.83,2.83,-3.84,-3.56,-3.59,0.27,-0.59,42.43,-4.17,6.67,14.47,2.8,45.52,-0.3,9.9,50.29,-1.93,-1.79,-1.79,-1.81,-3.92,-70.31,-212.67,-155.59,-169.52,-169.52,-126.44,-4.93,-12.36,-9.26,112.23,158.85,89.49,-11.75,-19.3,-17.92,,2177336,63.34,3.22,0.97,113.45,12.79,28.53,1.77,72.85,32.89,603083,25.02,0.42,0.42,7.52
3149 正達,0,0.575316594,0.295222671,0.066096222,0.963766919,0.230374772,0.352677227,0.312223272,0.312223272,4.11,0.072222426,0.260074894,27.4245387,0.078017874,-0.549614351,1.447368605,15.57,9.59,12.99,15.87,19.79,16.22,22.42,22.42,13.45,14.02,11.47,0.57,11.72,250.01,10.74,8.97,20.56,1.32,7.22,3.65,1.31,31.17,4.19,5.02,4.37,3.57,164.64,94.67,86.13,106.99,76.44,76.44,82,126.44,146.19,9.71,2.38,206.36,71.52,17.37,41.93,43.7,49.65,3941808,36.63,4.04,0.79,90.4,12.71,28.71,1.38,69.5,33.3,-3194464,30.76,1.39,1.39,3.8
3297 杭特,0,0.374974885,0.244022633,0.35093795,0.979189789,0.501003518,0.31587834,0.442174827,0.442174827,0.94,0.465450309,2.883744537,8.069598717,-4.402203857,5.662362259,-0.160080923,4.79,3.32,4.53,4.14,5.71,4.47,21.51,21.51,2.03,4.3,3.92,2.27,4.23,110.41,1.72,19.48,19.33,5.2,46.55,1.01,2.96,23.76,0.48,1.03,1.02,0.93,-18.7,-31.62,-79.05,-40.66,-34.12,-34.12,-33.68,5.69,1.02,-1.8,76.89,210.66,28.76,76.46,4.82,10.21,35.19,243144,35.05,6.18,0.84,59.1,3.67,99.35,1.06,93.35,94.58,58424,13.69,0.74,0.74,8.04
3485 敘豐,0,0.468374225,0.275865583,0.159924676,0.879839043,0.310447363,0.155015558,0.383189582,0.383189582,7.28,0.352811513,0.960194147,3.973962866,1.740519721,-0.298053742,-0.48841378,20.33,16.79,17.85,32.95,26.68,34.49,30.94,30.94,24.04,26.21,22,2.16,23.02,448.55,18.95,6.9,10.79,1.78,35.28,7.64,8.77,34.84,8.38,9.13,9.13,7.28,6.42,-28.58,-18.28,-12.13,-15.39,-15.39,-11.01,27.27,27.81,-3.38,162.85,169.26,96.15,812.04,83.76,91.3,51.95,602369,70.23,2.87,0.76,127.22,4.55,80.3,1.5,85.39,101.56,84424,33.3,0.52,0.52,5.82
3566 太陽光,0,0.374599134,0.071194466,0.195508886,0.858289977,0.182839283,0.091619318,0.843694014,0.843694014,-1.94,-0.060921717,0.202875584,-65.82110614,0.207105113,3.292512804,-2.499947159,-1.97,-9.73,-4.79,-15.21,-1.79,-15.22,-0.25,-0.25,-7.59,-7.49,-9.06,0.11,-9.07,-3.44,-9.31,7.34,7.33,1.18,-6.09,-1.94,-0.33,21.39,-1.62,-1.6,-1.6,-1.94,-19.15,-101.75,-184.14,-214.53,-204.27,-204.27,-199.81,5.89,-12.96,-19.13,-1.26,118.64,67.91,-23.38,-16.24,-16.02,,155874,14.24,28.97,1.11,12.6,15.05,24.25,1.68,15.15,52.74,-418101,2.11,0.65,0.65,3.82
3575 琉明,0,0.498336651,0.373590125,0.040597871,0.992605278,0.044620708,0.380624754,0.731438038,0.731438038,-1.83,1.059585263,-1.805438901,2.706166703,2.190734655,-2.967549713,1.743584636,8.58,-6.43,6.33,-12.49,23.54,-12.6,-7.79,-7.79,-19.28,-20.47,-18.99,-1.19,-19.15,-67.81,-7.06,11.49,49.99,,105.96,-1.84,3.56,9.63,-1.86,-1.97,-1.97,-1.83,-27.27,-134.33,-266.67,-294.76,-268.18,-268.18,-267.71,-5.15,-12.45,-8.07,54.16,171.82,88.12,-11.59,-18.57,-19.71,,89465,17.48,2.98,0.36,122.45,49.55,7.37,0.66,121.47,8.27,-179566,22.39,0.82,0.82,3.73
3630 新鉅科,0,0.719170587,0.205089858,0.035636244,0.940497414,0.097228419,0.07435618,0.384880013,0.385577039,1.56,0.888539185,5.800993268,1.759460929,3.68181954,-2.568636092,-0.092967583,12.41,3.96,9.98,5.9,25.24,5.76,26.16,26.16,7.51,9.8,7.67,2.29,7.49,140.27,3.79,18.65,24.12,7.3,88.85,1.52,11.54,20.27,1.52,1.99,1.99,1.55,-24.99,-45.9,-73.65,-62.29,-66.02,-66.02,-67.56,-9.58,-2.63,-4.57,63.65,151.87,50.64,22.73,15.19,19.82,34.48,575487,18.24,2.28,0.49,159.88,15.23,23.96,0.77,105.51,17.25,164058,19.92,1.26,1.26,6.2
3633 云光,0,0.13891738,0.739278611,0.106943127,0.896647359,0.808078172,0.072895222,0.50692969,0.50692969,4.36,-0.035349497,-0.232248572,-63.56537138,0.401248962,0.397486064,0.239524434,14.38,10.05,12.25,24.1,8.48,24.05,11.14,11.14,6.55,6.77,5.82,0.22,5.81,242.64,11.26,4.59,12.03,1.41,-3.53,4.35,-1.18,74.91,4.91,5.07,5.07,4.36,42.37,71.69,130.42,170.42,158.37,158.37,157.11,50.4,19.93,7.95,54.51,139.85,169.11,53.55,49.07,50.74,42.65,452028,200,2.92,1.7,124.94,19.5,18.72,4.14,30.65,27.48,45952,46.01,0.36,0.36,1.99
4934 太極,0,0.402014212,0.149861281,0.134168555,0.582093786,0.122763265,0.251730421,0.454470487,0.454470487,-4.4,-0.206470204,0.992499075,-6.633143329,0.586261559,1.487633316,-1.079021732,-3.12,-7.96,-4.14,-17.86,-5.55,-17.96,-6.37,-6.37,-15.37,-15.19,-15.27,0.18,-15.35,-70.65,-13.77,9.01,6.7,1.31,-20.65,-4.15,-4.35,27.04,-4.16,-4.38,-4.11,-4.13,-14.24,-129.15,-192.16,-205.38,-216.51,-216.51,-217.09,5.68,-9.2,-14.64,4.6,46.14,124.41,-10.25,-41.58,-41.08,,-1553091,11.76,14.41,0.56,25.34,20,18.25,1.17,13.71,46.44,-150881,5.05,0.6,0.6,3.22
4992 宇通,1,0.020492338,0.109088139,0.738838064,0.962488409,0.019854087,0.028590389,1.655115137,1.655115137,-9.42,-0.120703403,0.351581059,-0.293336498,5.288156868,0.8183499,-5.106506768,-15.65,-26.63,-19.97,-87.59,-607.79,-87.15,-584.92,-584.92,-903.55,-969.64,-1081.26,-66.09,-1075.82,-183.58,-24.35,318.62,75.06,30.86,-12.07,-9.37,-2.97,0.87,-7.87,-8.44,-8.44,-9.42,-84.67,-477.63,-259.11,-227.97,-907.6,-907.6,-870.65,-17.17,-60.91,-26.96,-19.23,22.11,407.04,-16.02,-78.68,-84.43,,-4023748,76.3,0.52,0.03,705.11,1.49,245.58,0.08,916.73,807.35,3287704,68.11,0.85,0.85,0.93
5217 旭泓,0,0.831964872,0.044308424,0.073257443,0.705246461,0.372105082,0.248654334,0.472401725,0.472401725,-1.06,-1.191073685,1.406148553,-10.01210733,-0.234665473,-0.735803309,1.970468783,0.52,-2.6,0.4,-4.55,0.96,-4.55,-2.6,-2.6,-8.11,-7.1,-5.95,1,-5.95,-47.25,-5.12,5.51,6.22,2.78,-119.11,-0.78,-1.78,13.06,-1.06,-1.27,-0.93,-0.78,-7.14,-112.63,-146.64,-144.76,-137.5,-137.5,-137.5,42.57,62.35,-12.06,-18.96,1124.95,35.29,-4.3,-10.59,-9.28,,2806746,6.84,16.34,0.54,22.34,9.01,40.52,0.76,37.86,136.24,-2320498,4.18,1.1,1.1,4.67
5243 乙盛-KY,0,0.288392101,0.505271995,0.136497422,0.917947831,0.576866855,0.165723068,0.092103603,0.092103603,3.77,0.386926264,3.649728179,7.082778778,1.818467963,-0.320665634,-0.393281793,10.2,3.46,8.51,4.98,10.97,4.88,14.69,14.69,4.06,3.87,3.32,-0.19,3.26,138.18,3.92,10.63,19.81,1.38,38.69,3.68,21.83,154.65,6.28,5.98,5.98,3.77,-18.06,-23.6,-48.12,-46.09,-39.6,-39.6,-47.71,-1.63,11.23,-2.6,,149.64,51.97,9.03,62.79,59.83,100,1116289,49.91,3.36,0.93,108.5,9.14,39.94,1.5,45.01,31.92,-9679,27.59,0.73,0.73,
5251 天鉞電,0,0.390985947,0.249378313,0.199737419,0.915273473,0.567914465,0.111684716,0.654480328,0.654480328,1.66,0.003790517,0.022110333,800.5313531,0.013506285,-0.424965083,1.329915901,10.79,6.96,8.51,11.62,6.84,11.82,19.89,19.89,4.4,5.65,4.34,1.25,4.41,128.4,7.08,15.49,13.11,2.18,0.38,1.58,0.05,35.91,1.58,2.16,2.03,1.56,-1.78,-6.03,-36.79,-25.29,-23.09,-23.09,-19.99,52.54,32.49,-3.12,,203.91,80.14,60.93,15.8,20.29,9.98,249183,70.93,6.63,1.58,55.04,8.32,43.88,2.68,29.15,61.16,-41995,16.76,0.97,0.97,2.64
5392 能率,0,0.538553066,0.309071012,0.108254405,0.698821297,0.527264673,0.253401495,0.235086011,0.235086011,3.82,0.444585118,1.338696468,8.083822073,1.13815206,0.800660481,-1.292897791,12.14,6.15,8.04,8.66,15.75,6.2,22.31,22.31,10,9.24,7.02,-0.76,5.03,181.27,9.2,12.31,23.43,0.17,44.46,2.77,6.51,52.6,5.26,4.86,4.86,3.82,-14.65,-31.39,-48.24,-54.87,-61.84,-61.84,-67.9,-7.11,1.3,-8.13,85.28,337.68,53.16,8.99,52.13,48.15,33.95,2682688,48.03,3.43,0.77,106.36,8.35,43.69,1.23,81.68,47.61,-407336,29.04,0.93,0.93,1.83
6168 宏齊,0,0.276812479,0.361716127,0.290566009,0.63797447,0.315175263,0.118742923,0.579485883,0.579485883,0.27,0.120600275,4.71133815,17.57993273,-0.672692638,1.030428358,0.658642938,6.19,0.9,3.7,1.06,9.77,-1.16,9.17,9.17,-2.77,1.21,1.15,3.98,-1.26,76.81,-2.27,11.94,14.78,3.04,12.06,-0.18,1.05,18.57,-0.51,0.22,0.22,0.27,-0.32,-53,-131.06,-83.55,-80.53,-80.53,-123.21,-18.79,-23.87,-2.44,57.32,169.68,50.88,4.77,-5.09,2.22,43.75,1228290,55.66,3.65,0.63,99.97,3.6,101.34,0.92,138.82,93.98,1172961,28.95,0.83,0.83,2.72
6209 今國光,0,0.265580372,0.361992226,0.263020189,0.937816927,0.462800991,0.130243246,0.380707604,0.380707604,2.34,0.206860918,0.999211371,14.02458313,-176.3435237,257.4066774,-54.25502816,14.43,6.19,11.41,8.95,14.13,8.15,13.81,13.81,6.14,7.14,5.9,1,5.37,180.01,6.5,7.67,27.21,1.22,20.69,2.14,2.7,37.82,2.32,2.7,2.7,2.34,16.77,15.12,10.21,10.6,14.54,14.54,4.27,17.78,11.35,1.16,84.36,168.66,52.44,38.07,23.21,26.99,48.73,1455103,52.31,5.18,1.02,70.53,6.7,54.51,1.52,62.31,64.73,66742,21.04,0.92,0.92,2.66
6246 臺龍,0,0.217812355,0.336594079,0.24119885,0.908663041,0.337761034,0.109055346,0.880736592,0.880736592,1,-0.062484308,-0.528302167,-33.64684394,-2.076616354,-2.034602816,4.096611686,10.77,5.05,-3.42,8.54,10.42,-14.37,6.96,6.96,-8.29,5.63,4.33,13.91,-7.29,45.66,-10.3,15.25,21.9,3.03,-6.25,-1.4,-0.63,20.22,-1.68,1.2,1.14,0.95,23.37,-51.09,-321.57,222.12,183.12,183.12,-558.62,17.63,24.09,4.87,43.62,110.39,86.25,9.4,-16.76,11.37,100,177537,54.02,5.29,1.03,68.98,7.37,49.54,1.97,53.5,48.6,298621,17.67,0.76,0.76,2.08
6406 永美科,1,0.031681506,0.648901641,0.058513039,0.904104618,0.351639099,0.127142318,0.608568647,0.608568647,3.69,-0.22269873,-0.871819358,-5.623211194,-12.39369389,-29.59119772,42.27304576,20.03,12.16,14.69,25.14,27.44,23.18,39.49,39.49,21.61,20.4,15.48,-1.22,14.28,220.9,16.36,17.88,19.95,1.65,-22.27,2.75,-4.23,19.29,4.17,4.85,3.93,2.99,34.1,43.01,3.63,17.63,5.81,5.81,-2.44,89.71,124.12,4.69,,136.86,110.62,15.34,41.69,39.35,79.71,93673,90.76,1.61,0.73,227.07,7.52,48.53,1.62,115.3,50.01,-46931,70.92,0.76,0.76,
